match_id,B365H,B365D,B365A,odds_p_home,odds_p_draw
3754216,3.6,3.5,2.15,0.2701,0.2778
3754220,3.8,3.5,2.1,0.2567,0.2787
3754224,1.67,3.8,6.0,0.5821,0.2558
3754225,1.95,3.6,4.2,0.4985,0.27
3754227,1.95,3.6,4.2,0.4985,0.27
3754228,1.75,3.7,5.5,0.5583,0.2641
3754229,2.3,3.75,3.1,0.4246,0.2604
3754231,1.73,3.8,5.5,0.565,0.2572
3754232,1.67,3.8,6.0,0.5821,0.2558
3754236,2.6,3.1,2.8,0.3614,0.3031
3754239,3.0,3.25,2.38,0.3141,0.2899
3754241,3.6,3.5,2.0,0.2612,0.2687
3754242,3.1,3.5,2.4,0.3147,0.2788
3754243,2.2,3.4,3.6,0.4428,0.2865
3754244,2.38,3.4,3.25,0.4111,0.2878
3754249,1.22,7.0,15.0,0.7964,0.1388
3754250,3.6,3.4,2.2,0.2706,0.2865
3754251,4.0,3.5,2.05,0.2443,0.2791
3754252,1.65,4.2,5.5,0.5907,0.2321
3754253,3.8,3.5,2.1,0.2567,0.2787
3754260,1.4,5.25,8.5,0.6986,0.1863
3754261,1.75,4.0,5.0,0.5594,0.2448
3754262,3.4,3.2,2.2,0.2772,0.2945
3754264,1.44,4.75,8.0,0.6742,0.2044
3754295,1.22,7.0,17.0,0.8025,0.1399
3754271,2.05,3.5,4.0,0.4766,0.2791
3754272,2.2,3.4,3.6,0.4428,0.2865
3754274,2.05,3.4,4.1,0.4755,0.2867
3754275,2.63,3.4,2.88,0.3722,0.2879
3754277,1.73,4.0,5.0,0.5623,0.2432
3754280,5.25,4.0,1.7,0.1852,0.243
3754281,2.15,3.3,3.9,0.454,0.2958
3754282,7.5,4.2,1.53,0.1301,0.2323
3754284,1.29,6.0,13.0,0.7609,0.1636
3754289,3.0,3.4,2.55,0.3269,0.2885
3754290,1.62,4.2,6.0,0.604,0.233
3754292,2.15,3.4,3.8,0.4549,0.2877
3754294,1.73,4.0,5.0,0.5623,0.2432
3754248,2.4,3.3,3.0,0.3957,0.2878
3754299,2.1,3.5,3.75,0.463,0.2778
3754303,2.25,3.3,3.6,0.4335,0.2956
3754305,2.88,3.4,2.6,0.3384,0.2867
3754306,2.45,3.2,3.3,0.3987,0.3053
3754307,1.3,6.0,11.0,0.7491,0.1623
3754308,2.05,3.75,3.7,0.476,0.2602
3754310,1.53,4.33,7.0,0.6362,0.2248
3754313,6.0,4.2,1.6,0.1618,0.2312
3754314,2.5,3.6,2.9,0.3912,0.2716
3754316,1.44,4.75,8.5,0.6791,0.2059
3754317,4.5,3.75,1.85,0.2159,0.259
3754318,2.38,3.4,3.25,0.4111,0.2878
3754319,1.55,4.2,7.0,0.6287,0.232
3754320,2.8,3.4,2.7,0.3496,0.2879
3754321,1.62,3.75,5.5,0.5792,0.2502
3754322,2.75,3.4,2.7,0.3537,0.2861
3754324,1.4,4.2,9.0,0.6716,0.2239
3754326,2.1,3.4,4.0,0.4667,0.2883
3754327,4.5,3.6,1.91,0.2171,0.2714
3754331,1.8,3.5,4.5,0.5224,0.2687
3754332,1.22,7.0,15.0,0.7964,0.1388
3754333,4.5,4.0,1.8,0.2162,0.2432
3754334,2.9,3.25,2.7,0.3371,0.3008
3754338,2.5,3.4,3.0,0.3893,0.2863
3754340,2.63,3.1,3.1,0.3708,0.3146
3754341,2.1,3.5,3.8,0.4645,0.2787
3754342,1.5,4.5,7.5,0.6522,0.2174
3754345,2.3,3.25,3.5,0.4229,0.2993
3754346,5.0,4.0,1.75,0.1958,0.2448
3754348,4.33,3.5,1.95,0.2243,0.2775
3754349,4.0,3.6,2.0,0.2432,0.2703
3754350,1.53,4.2,7.5,0.6376,0.2323
3754258,7.5,5.0,1.44,0.1297,0.1946
3754020,1.45,4.75,8.0,0.6727,0.2054
3754267,2.3,3.4,3.4,0.425,0.2875
3754141,1.29,6.0,12.0,0.7561,0.1626
3754128,2.0,3.6,4.0,0.4865,0.2703
3754078,1.36,5.0,11.0,0.7165,0.1949
3879863,3.8,3.3,2.05,0.2497,0.2875
3879773,3.4,3.3,2.2,0.2797,0.2881
3879847,1.95,3.4,4.2,0.4907,0.2814
3879862,7.5,5.0,1.4,0.1273,0.1909
3879817,3.0,3.2,2.5,0.3187,0.2988
3879825,1.73,3.75,5.0,0.5533,0.2553
3879750,3.75,3.3,2.1,0.255,0.2897
3879567,1.4,4.75,8.0,0.6804,0.2005
3879785,1.62,3.75,6.0,0.5875,0.2538
3879705,1.8,3.5,4.75,0.5282,0.2716
3879628,1.57,4.0,6.0,0.6045,0.2373
3879665,5.5,3.8,1.67,0.1742,0.2521
3879699,6.5,4.33,1.5,0.1463,0.2196
3879703,1.67,3.6,5.75,0.57,0.2644
3879609,1.22,6.5,13.0,0.7803,0.1465
3879653,1.67,3.75,5.5,0.5718,0.2546
3879632,1.5,4.33,6.5,0.634,0.2196
3879663,2.7,3.3,2.63,0.3515,0.2876
3879645,8.0,4.33,1.44,0.119,0.2199
3879579,4.0,3.3,2.0,0.2374,0.2878
3879566,2.5,3.1,3.1,0.3827,0.3086
3879587,5.0,3.5,1.75,0.1892,0.2703
3879556,3.0,3.3,2.4,0.3165,0.2878
3879585,1.75,3.6,5.0,0.5446,0.2648
3879582,1.91,3.5,4.2,0.4999,0.2728
3879564,4.0,3.5,1.95,0.2384,0.2725
3879562,3.0,3.4,2.38,0.3182,0.2807
3879837,1.44,4.2,8.5,0.6613,0.2267
3879838,2.8,3.2,2.6,0.3388,0.2964
3879839,3.5,3.3,2.15,0.2711,0.2875
3879840,2.25,3.2,3.4,0.4229,0.2973
3879836,1.44,4.5,7.5,0.6614,0.2116
3879833,1.5,4.2,7.0,0.6364,0.2273
3879828,1.45,4.33,7.0,0.6485,0.2172
3879832,2.7,3.2,2.75,0.3539,0.2986
3879830,3.6,3.5,2.05,0.2642,0.2718
3879792,1.91,3.3,4.5,0.4992,0.2889
3879795,2.15,3.25,3.6,0.4427,0.2929
3879794,2.2,3.0,3.8,0.4325,0.3171
3879788,1.7,3.75,5.0,0.5576,0.2528
3879787,1.73,3.75,5.0,0.5533,0.2553
3879786,11.0,5.25,1.3,0.0865,0.1813
3879784,2.6,3.0,3.0,0.3659,0.3171
3879783,4.5,3.5,1.85,0.2119,0.2725
3879782,1.95,3.3,4.33,0.4899,0.2895
3879781,4.0,3.25,2.05,0.2391,0.2943
3879780,1.3,5.25,11.0,0.7322,0.1813
3879779,1.55,4.0,6.5,0.615,0.2383
3879778,2.2,3.25,3.5,0.4337,0.2936
3879777,1.3,5.0,12.0,0.7308,0.19
3879774,1.29,5.5,11.0,0.7397,0.1735
3879776,1.95,3.2,4.5,0.4895,0.2983
3879771,3.0,3.25,2.45,0.3177,0.2933
3879772,2.3,3.1,3.4,0.4135,0.3068
3879756,1.57,4.0,6.0,0.6045,0.2373
3879754,1.53,3.8,6.5,0.6105,0.2458
3879748,2.38,3.2,3.2,0.402,0.299
3879749,1.55,4.0,6.5,0.615,0.2383
3879747,7.5,3.6,1.57,0.1272,0.265
3879742,1.62,3.8,6.0,0.5895,0.2513
3879746,2.25,3.2,3.4,0.4229,0.2973
3879744,2.1,3.25,3.75,0.4533,0.2929
3879745,3.2,3.2,2.38,0.299,0.299
3879743,2.1,3.2,3.8,0.4527,0.2971
3879739,2.05,3.3,3.8,0.4628,0.2875
3879741,2.7,3.0,2.9,0.3532,0.3179
3879740,1.53,4.2,6.0,0.6176,0.225
3879738,4.33,3.6,1.83,0.2189,0.2633
3879737,1.5,4.33,6.0,0.6264,0.217
3879732,1.67,3.75,5.75,0.5761,0.2566
3879707,1.22,6.0,15.0,0.7784,0.1583
3879702,2.9,3.25,2.5,0.3276,0.2923
3879704,1.36,4.75,9.5,0.6996,0.2003
3879701,1.62,3.8,6.0,0.5895,0.2513
3879700,2.8,3.1,2.7,0.3401,0.3072
3879706,1.8,3.5,4.75,0.5282,0.2716
3878559,1.75,3.5,5.25,0.5455,0.2727
3879636,3.75,3.3,2.1,0.255,0.2897
3879627,1.62,3.8,6.0,0.5895,0.2513
3879626,1.2,6.5,17.0,0.7967,0.1471
3879625,2.15,3.3,3.6,0.4447,0.2897
3879624,1.45,4.33,7.5,0.6544,0.2191
3879623,1.5,4.2,7.0,0.6364,0.2273
3879622,2.8,3.0,2.75,0.3388,0.3162
3879621,2.6,3.2,2.88,0.3683,0.2992
3879620,8.0,4.75,1.4,0.1191,0.2005
3878611,3.75,3.3,2.1,0.255,0.2897
3878610,2.0,3.5,3.75,0.4751,0.2715
3878608,1.95,3.4,4.0,0.4852,0.2783
3878607,1.4,4.5,8.5,0.6776,0.2108
3878606,1.83,3.6,4.33,0.5179,0.2633
3878605,4.33,3.4,1.91,0.2202,0.2805
3879876,1.85,3.6,4.2,0.5117,0.2629
3879875,1.2,7.0,13.0,0.7913,0.1357
3879874,2.1,3.4,3.5,0.4509,0.2785
3879873,2.55,3.5,2.7,0.3741,0.2726
3879872,2.15,3.4,3.4,0.4416,0.2792
3879871,2.3,3.4,3.1,0.4135,0.2797
3879870,1.25,6.0,10.0,0.75,0.1562
3879869,3.25,3.6,2.1,0.2898,0.2616
3879868,1.85,3.8,4.0,0.513,0.2497
3879867,1.1,10.0,26.0,0.8678,0.0955
3879866,1.22,6.5,13.0,0.7803,0.1465
3879865,2.38,3.25,3.1,0.4,0.2929
3879864,6.0,4.33,1.53,0.1585,0.2197
3879861,3.8,3.8,1.91,0.2507,0.2507
3879860,2.0,3.5,3.75,0.4751,0.2715
3879859,2.4,3.4,2.88,0.3938,0.278
3879858,3.6,3.4,2.1,0.265,0.2806
3879857,1.36,5.0,8.5,0.6983,0.1899
3879856,5.5,3.75,1.67,0.1736,0.2546
3879855,1.17,7.5,17.0,0.8164,0.1274
3879854,1.5,4.0,7.5,0.6349,0.2381
3879853,2.5,3.3,2.9,0.3817,0.2892
3879852,1.95,3.5,4.0,0.4891,0.2725
3879851,1.22,6.0,15.0,0.7784,0.1583
3879850,1.25,5.5,13.0,0.7556,0.1717
3879849,2.25,3.2,3.3,0.4193,0.2948
3879848,3.8,3.3,2.05,0.2497,0.2875
3879846,5.0,3.6,1.75,0.1906,0.2648
3879845,2.45,3.4,2.9,0.3898,0.2809
3879844,1.83,3.6,4.5,0.5222,0.2654
3879843,2.05,3.5,3.6,0.464,0.2718
3879842,1.95,3.5,4.0,0.4891,0.2725
3879841,2.38,3.4,3.0,0.4011,0.2807
3879835,1.85,3.6,4.0,0.506,0.26
3879834,3.3,3.4,2.2,0.2881,0.2797
3879831,1.91,3.6,4.0,0.498,0.2642
3879829,1.83,3.6,4.5,0.5222,0.2654
3879827,1.22,6.0,15.0,0.7784,0.1583
3879826,1.8,3.8,4.33,0.5293,0.2507
3879824,3.0,3.3,2.4,0.3165,0.2878
3879823,5.0,3.6,1.75,0.1906,0.2648
3879822,1.95,3.4,4.2,0.4907,0.2814
3879821,1.85,3.6,4.33,0.5152,0.2647
3879820,1.14,8.0,21.0,0.8356,0.1191
3879819,2.75,3.1,2.75,0.3464,0.3073
3879818,2.8,3.1,2.7,0.3401,0.3072
3879816,1.33,4.75,10.0,0.7077,0.1982
3879815,1.83,3.4,4.5,0.5142,0.2767
3879814,3.0,3.2,2.4,0.3137,0.2941
3879813,2.0,3.4,3.75,0.4713,0.2773
3879812,3.4,3.4,2.1,0.2763,0.2763
3879811,1.2,6.5,13.0,0.7831,0.1446
3879810,4.0,3.1,2.05,0.2358,0.3042
3879809,2.0,3.3,3.8,0.469,0.2842
3879808,6.0,3.75,1.57,0.1557,0.2492
3879807,2.0,3.2,4.0,0.4706,0.2941
3879806,1.85,3.5,4.5,0.5155,0.2725
3879805,3.3,3.3,2.25,0.2885,0.2885
3879804,1.53,4.0,6.5,0.6181,0.2364
3879803,6.5,4.33,1.5,0.1463,0.2196
3879802,2.1,3.4,3.6,0.4543,0.2806
3879801,1.8,3.75,4.33,0.5275,0.2532
3879800,1.62,3.8,6.0,0.5895,0.2513
3879799,3.3,3.4,2.2,0.2881,0.2797
3879798,1.3,5.0,12.0,0.7308,0.19
3879797,3.1,3.1,2.5,0.3086,0.3086
3879796,1.29,5.5,11.0,0.7397,0.1735
3879793,1.91,3.4,4.33,0.4993,0.2805
3879791,2.0,3.3,4.0,0.4748,0.2878
3879790,4.75,3.1,1.95,0.2013,0.3084
3879789,7.0,4.0,1.53,0.1365,0.2389
3879775,2.0,3.3,4.0,0.4748,0.2878
3879770,7.5,3.8,1.53,0.127,0.2506
3879769,1.17,7.5,17.0,0.8164,0.1274
3879768,2.5,3.3,2.9,0.3817,0.2892
3879767,2.05,3.4,3.75,0.4652,0.2805
3879766,1.65,3.75,5.25,0.57,0.2508
3879765,3.2,3.3,2.25,0.2948,0.2859
3879764,3.0,3.0,2.5,0.3125,0.3125
3879763,1.62,3.75,5.5,0.5792,0.2502
3879762,1.95,3.5,3.8,0.483,0.2691
3879761,2.3,3.1,3.3,0.41,0.3042
3879760,2.63,3.2,2.7,0.3577,0.294
3879759,1.57,3.8,6.0,0.5971,0.2467
3879758,1.73,3.5,5.0,0.5434,0.2686
3879757,4.5,3.5,1.8,0.209,0.2687
3879755,5.5,3.6,1.7,0.1735,0.2651
3879753,2.0,3.2,4.2,0.4759,0.2975
3879752,1.95,3.3,4.2,0.4866,0.2875
3879751,1.29,5.5,10.5,0.7367,0.1728
3879736,1.44,4.33,8.0,0.6611,0.2199
3879735,2.38,3.2,3.2,0.402,0.299
3879734,1.55,3.8,7.0,0.6138,0.2503
3879733,13.0,6.5,1.22,0.0732,0.1465
3879731,1.14,8.0,21.0,0.8356,0.1191
3879730,4.33,3.75,1.83,0.2212,0.2554
3879729,1.85,3.5,4.5,0.5155,0.2725
3879728,3.6,3.4,2.1,0.265,0.2806
3879727,2.63,3.2,2.8,0.3622,0.2977
3879726,1.22,6.0,15.0,0.7784,0.1583
3879725,3.1,3.25,2.4,0.3081,0.2939
3879724,1.4,4.5,9.0,0.6818,0.2121
3879723,1.57,3.8,6.5,0.6043,0.2497
3879722,2.4,3.3,3.0,0.3957,0.2878
3879721,4.0,3.6,1.91,0.2378,0.2642
3879720,4.0,3.6,1.91,0.2378,0.2642
3879719,2.75,3.2,2.7,0.3475,0.2986
3879718,2.1,3.3,3.75,0.4553,0.2897
3879717,3.1,3.25,2.38,0.3071,0.2929
3879716,3.1,3.4,2.3,0.3068,0.2797
3879715,1.5,4.0,7.5,0.6349,0.2381
3879714,1.25,6.0,12.0,0.7619,0.1587
3879713,7.5,3.8,1.53,0.127,0.2506
3879712,2.3,3.3,3.2,0.414,0.2885
3879711,3.3,3.3,2.25,0.2885,0.2885
3879710,2.05,3.3,3.8,0.4628,0.2875
3879709,2.15,3.2,3.75,0.4454,0.2992
3879708,2.5,3.2,3.0,0.3825,0.2988
3879698,3.1,3.25,2.4,0.3081,0.2939
3879697,3.5,3.4,2.1,0.2706,0.2785
3879696,2.5,3.1,3.1,0.3827,0.3086
3879695,1.8,3.5,4.75,0.5282,0.2716
3879694,3.75,3.3,2.1,0.255,0.2897
3879693,6.5,3.75,1.57,0.1455,0.2522
3879692,2.5,3.2,3.0,0.3825,0.2988
3879691,1.33,5.25,9.5,0.7177,0.1818
3879690,2.4,3.2,3.1,0.3962,0.2971
3879689,2.6,3.25,2.8,0.3665,0.2932
3879688,3.75,3.4,2.05,0.2543,0.2805
3879687,1.3,5.5,10.0,0.7319,0.173
3879686,1.29,5.75,10.0,0.7389,0.1658
3879685,2.38,3.1,3.3,0.4018,0.3085
3879684,7.5,4.0,1.5,0.127,0.2381
3879683,2.2,3.3,3.4,0.4322,0.2881
3879682,1.95,3.3,4.33,0.4899,0.2895
3879681,1.57,4.0,6.5,0.612,0.2402
3879680,2.3,3.1,3.4,0.4135,0.3068
3879679,13.0,6.5,1.22,0.0732,0.1465
3879678,3.1,3.1,2.5,0.3086,0.3086
3879677,1.8,3.5,4.75,0.5282,0.2716
3879676,2.0,3.5,3.8,0.4767,0.2724
3879675,1.4,4.75,8.0,0.6804,0.2005
3879674,1.5,4.2,7.0,0.6364,0.2273
3879673,2.2,3.25,3.5,0.4337,0.2936
3879672,3.4,3.3,2.2,0.2797,0.2881
3879671,4.33,3.6,1.83,0.2189,0.2633
3879670,1.17,7.0,19.0,0.8139,0.136
3879669,1.36,5.0,9.0,0.7027,0.1911
3879668,3.4,3.2,2.25,0.2798,0.2973
3879667,1.53,4.0,7.0,0.6246,0.2389
3879666,2.25,3.2,3.4,0.4229,0.2973
3879664,2.15,3.3,3.5,0.4413,0.2875
3879662,1.44,4.33,8.0,0.6611,0.2199
3879661,6.0,3.8,1.62,0.1592,0.2513
3879660,11.0,4.5,1.36,0.0867,0.212
3879659,1.75,3.6,5.0,0.5446,0.2648
3879658,1.67,3.75,5.5,0.5718,0.2546
3879657,1.5,4.33,6.5,0.634,0.2196
3879656,2.5,3.1,3.1,0.3827,0.3086
3879655,1.45,4.2,8.0,0.6551,0.2262
3879654,2.4,3.1,3.2,0.3962,0.3067
3879652,1.36,4.75,9.0,0.6957,0.1992
3879651,1.57,4.33,5.5,0.6068,0.22
3879650,1.67,3.75,5.5,0.5718,0.2546
3879649,1.7,3.8,5.0,0.5595,0.2503
3879648,4.0,3.3,2.0,0.2374,0.2878
3879647,1.91,3.4,4.33,0.4993,0.2805
3879646,1.44,4.5,7.5,0.6614,0.2116
3879644,1.83,3.5,4.5,0.5183,0.271
3879643,2.38,3.2,3.2,0.402,0.299
3879642,5.0,3.6,1.75,0.1906,0.2648
3879641,3.0,3.1,2.5,0.3157,0.3055
3879640,3.1,3.2,2.4,0.3067,0.2971
3879639,2.75,3.1,2.7,0.3442,0.3053
3879638,1.62,4.0,5.5,0.5884,0.2383
3879637,3.6,3.25,2.15,0.2644,0.2929
3879635,1.67,3.75,5.5,0.5718,0.2546
3879634,1.62,3.8,6.0,0.5895,0.2513
3879633,2.9,3.3,2.5,0.3291,0.2892
3879631,2.1,3.2,3.8,0.4527,0.2971
3879630,7.0,3.75,1.57,0.1365,0.2548
3879629,2.6,3.2,2.8,0.3648,0.2964
3879619,2.05,3.3,3.8,0.4628,0.2875
3879618,1.62,3.6,6.5,0.5885,0.2648
3879617,5.0,3.6,1.75,0.1906,0.2648
3879616,3.75,3.4,2.05,0.2543,0.2805
3879615,1.73,3.6,5.25,0.5525,0.2655
3879614,2.75,3.2,2.7,0.3475,0.2986
3879613,5.25,3.5,1.75,0.1818,0.2727
3879612,3.4,3.3,2.2,0.2797,0.2881
3879611,2.3,3.2,3.3,0.414,0.2975
3879610,1.91,3.5,4.2,0.4999,0.2728
3879608,2.2,3.3,3.4,0.4322,0.2881
3879607,1.67,3.75,5.5,0.5718,0.2546
3879606,2.05,3.3,3.8,0.4628,0.2875
3879605,2.25,3.2,3.4,0.4229,0.2973
3879604,4.5,3.6,1.83,0.2124,0.2654
3879603,2.25,3.3,3.3,0.4231,0.2885
3879602,1.22,6.0,15.0,0.7784,0.1583
3879601,2.9,3.1,2.6,0.3278,0.3066
3879600,2.3,3.25,3.25,0.414,0.293
3879599,2.0,3.3,4.0,0.4748,0.2878
3879598,2.9,3.3,2.5,0.3291,0.2892
3879597,1.57,3.8,6.5,0.6043,0.2497
3879596,2.2,3.25,3.3,0.4267,0.2888
3879595,4.2,3.5,1.85,0.2237,0.2684
3879594,1.67,3.6,5.5,0.5658,0.2625
3879593,1.29,5.5,10.0,0.7334,0.172
3879592,1.4,4.33,8.0,0.6674,0.2158
3879591,4.75,3.6,1.75,0.1987,0.2621
3879590,2.0,3.3,3.75,0.4674,0.2833
3879589,2.2,3.4,3.2,0.4283,0.2772
3879588,2.9,3.3,2.38,0.3229,0.2837
3879586,2.0,3.3,4.0,0.4748,0.2878
3879584,1.67,3.75,5.5,0.5718,0.2546
3879583,2.5,3.4,2.8,0.3805,0.2798
3879581,4.5,3.6,1.83,0.2124,0.2654
3879580,1.33,5.0,10.0,0.7148,0.1901
3879578,2.1,3.2,3.8,0.4527,0.2971
3879577,2.4,3.2,3.1,0.3962,0.2971
3879576,3.1,3.2,2.4,0.3067,0.2971
3879575,2.3,3.3,3.2,0.414,0.2885
3879574,2.63,3.2,2.8,0.3622,0.2977
3879573,3.0,3.2,2.45,0.3163,0.2965
3879572,1.73,3.75,5.0,0.5533,0.2553
3879571,1.75,3.6,5.0,0.5446,0.2648
3879570,2.05,3.3,3.8,0.4628,0.2875
3879569,2.5,3.2,3.0,0.3825,0.2988
3879568,2.35,3.2,3.2,0.4051,0.2975
3879565,4.0,3.5,1.95,0.2384,0.2725
3879563,2.4,3.2,3.1,0.3962,0.2971
3879561,1.67,3.6,5.75,0.57,0.2644
3879560,1.29,5.5,11.0,0.7397,0.1735
3879559,1.22,6.0,16.0,0.7815,0.1589
3879558,3.5,3.2,2.2,0.2714,0.2968
3879557,2.1,3.3,3.75,0.4553,0.2897
3879555,2.1,3.4,3.6,0.4543,0.2806
3879554,1.75,3.6,5.0,0.5446,0.2648
3879553,2.2,3.2,3.5,0.4318,0.2968
3879552,2.4,3.1,3.2,0.3962,0.3067
3879551,3.75,3.4,2.05,0.2543,0.2805
3879550,1.8,3.6,4.5,0.5263,0.2632
3879549,3.3,3.2,2.3,0.2885,0.2975
3879548,2.2,3.3,3.4,0.4322,0.2881
3879547,1.25,6.0,12.0,0.7619,0.1587
3879546,2.15,3.3,3.5,0.4413,0.2875
3879545,4.5,3.6,1.83,0.2124,0.2654
3879544,2.15,3.4,3.4,0.4416,0.2792
3879543,1.17,7.0,19.0,0.8139,0.136
3879542,1.33,5.0,10.0,0.7148,0.1901
3879541,1.5,4.0,7.5,0.6349,0.2381
3879540,2.8,3.25,2.6,0.3403,0.2932
3879539,6.5,4.0,1.55,0.1467,0.2383
3879538,1.75,3.75,4.75,0.5449,0.2543
3879537,3.3,3.3,2.25,0.2885,0.2885
3878609,4.5,3.5,1.83,0.2108,0.271
3878604,1.91,3.6,4.0,0.498,0.2642
3878603,2.25,3.3,3.3,0.4231,0.2885
3878602,1.73,3.75,5.0,0.5533,0.2553
3878601,1.83,3.6,4.5,0.5222,0.2654
3878600,2.2,3.3,3.4,0.4322,0.2881
3878599,2.2,3.3,3.4,0.4322,0.2881
3878598,1.53,4.0,7.0,0.6246,0.2389
3878597,5.0,3.6,1.75,0.1906,0.2648
3878596,3.2,3.3,2.3,0.2975,0.2885
3878595,1.62,3.75,6.0,0.5875,0.2538
3878594,1.4,4.5,9.0,0.6818,0.2121
3878593,9.5,4.75,1.36,0.1001,0.2003
3878592,1.67,3.75,5.5,0.5718,0.2546
3878558,1.44,4.5,7.5,0.6614,0.2116
3878557,2.15,3.3,3.6,0.4447,0.2897
3878556,2.5,3.2,3.0,0.3825,0.2988
3878555,2.6,3.2,2.8,0.3648,0.2964
3878554,2.0,3.5,3.8,0.4767,0.2724
3878553,3.4,3.3,2.2,0.2797,0.2881
3878552,4.5,3.5,1.85,0.2119,0.2725
3878551,1.5,4.2,7.0,0.6364,0.2273
3878550,2.25,3.3,3.3,0.4231,0.2885
3878549,2.15,3.25,3.6,0.4427,0.2929
3878548,1.29,5.5,11.0,0.7397,0.1735
3878547,3.5,3.25,2.2,0.2726,0.2936
3878546,4.33,3.75,1.8,0.2193,0.2532
3878545,1.8,3.5,4.75,0.5282,0.2716
3878544,2.2,3.4,3.3,0.4322,0.2797
3878543,1.45,4.33,7.5,0.6544,0.2191
3878542,2.15,3.4,3.5,0.4451,0.2815
3878541,5.5,3.75,1.67,0.1736,0.2546
3878540,1.5,4.2,7.0,0.6364,0.2273
